Id,sex,annual_income,monthly_expenses,home_ownership,water_availabity,loan_tenure,loan_installments,loan_amount
32873,F,52000,3500,1,0.5,12,12,8000
32874,F,54000,3600,1,1,12,12,8000
32875,F,48000,3500,1,0.5,12,12,8000
32876,F,66000,5000,1,0.5,12,12,9000
32877,F,48000,3000,1,1,12,12,8000
32878,F,38000,2500,1,0.5,12,12,9000
32879,F,54000,3500,1,1,12,12,8000
32880,F,42000,3000,1,0.5,12,12,9000
32881,F,48000,3000,1,1,12,12,8000
32882,F,48000,3000,1,0.5,12,12,9000
32883,F,48000,3600,1,0.5,12,12,9000
32884,F,64400,4500,1,0.5,12,12,9000
32885,F,58000,4000,1,0.5,12,12,9000
32886,F,54000,4000,1,0.5,12,12,9000
32887,F,54000,3500,1,0.5,12,12,9000
32888,F,66000,5000,1,0.5,12,12,9000
32889,F,58000,4000,1,0.5,12,12,9000
32890,F,36000,2500,1,0.5,12,12,9000
32891,F,76000,5000,1,0.5,12,12,9000
32892,F,63000,5000,1,0.5,12,12,9000
32893,F,54000,3500,1,0.5,12,12,9000
32894,F,45000,3200,1,1,12,12,8000
32895,F,49000,3300,1,1,12,12,8000
32896,F,60000,4000,1,0.5,12,12,8000
32897,F,52000,3600,1,0.5,12,12,8000
32898,F,54000,4000,1,0.5,12,12,8000
32899,F,54000,4000,1,0.5,12,12,8000
32900,F,54000,4000,1,0.5,12,12,8000
32901,F,54000,4000,1,0.5,12,12,8000
32902,F,48000,4000,1,0.5,12,12,8000
32903,F,55000,4000,1,0.5,12,12,8000
32904,F,55000,4000,1,0.5,12,12,8000
32905,F,50000,3500,1,0.5,12,12,8000
32906,F,60000,4000,1,0.5,12,12,8000
32907,F,54000,4000,1,0.5,12,12,8000
32908,F,54000,4000,1,0.5,12,12,8000
32909,F,60000,4000,1,0.5,12,12,8000
32910,F,54000,3600,1,0.5,12,12,8000
32911,F,48000,3000,1,0.5,12,12,8000
32912,F,48000,3000,1,0.5,12,12,8000
32913,F,54000,4000,1,0.5,12,12,8000
32914,F,60000,3500,1,0.5,12,12,8000
32915,F,48000,3000,1,0.5,12,12,8000
32916,F,60000,3000,1,0.5,12,12,8000
32917,F,48000,3000,1,0.5,12,12,8000
32918,F,54000,3500,1,0.5,12,12,8000
32919,F,54000,3500,1,0.5,12,12,8000
32920,F,60000,3500,1,0.5,12,12,8000
32921,F,54000,3000,1,0.5,12,12,8000
32922,F,48000,3000,1,0.5,12,12,8000
32923,F,60000,3000,1,0.5,12,12,8000
32924,F,54000,3500,1,1,12,12,8000
32925,F,48000,3500,1,1,12,12,8000
32926,F,54000,3000,1,1,12,12,8000
32927,F,60000,3000,1,1,12,12,8000
32928,F,54000,3000,1,1,12,12,8000
32929,F,54000,3500,1,1,12,12,8000
32930,F,48000,3000,1,1,12,12,8000
32931,F,48000,3500,1,1,12,12,8000
32932,F,50000,3000,1,1,12,12,8000
32933,F,42000,3500,1,1,12,12,8000
32934,F,62000,3000,1,1,12,12,8000
32935,F,56000,3000,1,1,12,12,8000
32936,F,54000,3500,1,1,12,12,8000
32937,F,55000,3500,1,1,12,12,8000
32938,F,40000,3000,1,1,12,12,340000
32939,F,60000,5000,1,1,12,12,15000
32940,F,52800,4400,1,1,12,12,15000
32941,F,60000,1500,1,1,12,12,15000
32942,F,58800,4900,1,0.5,12,12,15000
32943,F,60000,5000,1,1,12,12,15000
32944,F,60000,5000,1,1,12,12,15000
32945,F,60000,5000,1,1,12,12,15000
32946,F,52800,4400,1,0.5,12,12,15000
32947,F,52800,4400,1,1,12,12,15000
32948,F,52800,4400,1,1,12,12,8000
32949,F,58800,4900,1,1,12,12,15000
32950,F,60000,5000,1,1,12,12,15000
32951,F,60000,90000,1,1,12,12,15000
32952,F,58800,4900,1,1,12,12,15000
32953,F,57600,4800,1,1,12,12,15000
32954,F,55200,4600,1,0.5,12,12,15000
32955,F,52800,4400,1,1,12,12,15000
32956,F,57600,4800,1,0.5,12,12,10000
32957,F,60000,5000,1,0.5,12,12,10000
32958,F,58800,4900,1,1,12,12,10000
32959,F,57600,4800,1,0.5,12,12,8000
32960,F,58800,4900,1,0.5,12,12,8000
32961,F,60000,5000,1,1,12,12,8000
32962,M,60000,4000,1,1,12,12,5000
32963,M,60000,4400,1,1,12,12,7000
32964,M,60000,4000,1,1,12,12,10000
32965,M,60000,4500,1,1,12,12,10000
32966,M,60000,4500,1,1,12,12,7000
32967,F,84000,5000,1,1,12,12,12000
32968,F,48000,2200,1,0.5,12,12,10000
32969,F,60000,4400,1,1,12,12,10000
32970,F,48000,2200,1,0.5,12,12,10000
32971,F,60000,3000,1,1,12,12,10000
32972,F,60000,4400,1,1,12,12,10000
32973,F,48000,2000,1,0.5,12,12,10000
32974,F,60000,4400,1,1,12,12,5000
32975,F,60000,3000,1,1,12,12,10000
32976,F,48000,2000,1,0.5,12,12,10000
32977,F,60000,4000,1,1,12,12,12000
32978,F,48000,2200,1,0.5,12,12,10000
32979,F,48000,2000,1,0.5,12,12,10000
32980,F,48000,2200,1,0.5,12,12,10000
32981,F,60000,4500,1,1,12,12,10000
32982,F,48000,2000,1,0.5,12,12,10000
32983,F,48000,2200,1,0.5,12,12,10000
32984,F,48000,2200,1,0.5,12,12,10000
32985,F,48000,2200,1,0.5,12,12,10000
32986,F,60000,4500,1,1,12,12,10000
32987,F,46000,2500,1,0.5,12,12,15000
32988,F,72000,4000,1,1,12,12,12000
32989,F,60000,3000,1,1,12,12,10000
32990,F,60000,4500,1,1,12,12,10000
32991,F,54000,2400,1,0.5,12,12,15000
32992,F,36000,2000,1,1,12,12,8000
32993,F,60000,4500,1,1,12,12,5000
32994,F,36000,2000,1,1,12,12,10000
32995,F,60000,4500,1,1,12,12,8000
32996,F,55200,2500,1,0.5,12,12,10000
32997,F,60000,4000,1,1,12,12,12000
32998,F,54000,3000,1,0.5,12,12,15000
32999,F,66000,3000,1,1,12,12,8000
33000,F,57600,4200,1,1,12,12,10000
33001,F,56400,3000,1,0.5,12,12,8000
33002,F,54000,4000,1,1,12,12,10000
33003,F,84000,4000,1,1,12,12,12000
33004,F,60000,4200,1,1,12,12,10000
33005,F,60000,4000,1,1,12,12,8000
33006,F,48000,2000,1,0.5,12,12,10000
33007,F,53400,3500,1,0.5,12,12,12000
33008,F,72000,4000,1,1,12,12,12000
33009,F,54000,3500,1,0.5,12,12,15000
33010,F,48000,2000,1,0.5,12,12,10000
33011,F,48000,2200,1,0.5,12,12,10000
33012,F,60000,4500,1,1,12,12,5000
33013,F,36000,2500,1,1,12,12,8000
33014,F,48000,2200,1,0.5,12,12,10000
33015,F,51600,3000,1,0.5,12,12,15000
33016,F,48000,2000,1,0.5,12,12,10000
33017,F,48000,2500,1,0.5,12,12,8000
33018,F,60000,4500,1,1,12,12,7000
33019,F,48000,2200,1,0.5,12,12,10000
33020,F,84000,4000,1,1,12,12,12000
33021,F,60000,4500,1,1,12,12,7000
33022,F,38400,2000,1,0.5,12,12,12000
33023,F,48000,2200,1,0.5,12,12,10000
33024,F,60000,4200,1,1,12,12,5000
33025,F,54600,3500,1,0.5,12,12,12000
33026,F,48000,2000,1,0.5,12,12,10000
33027,F,48000,2500,1,1,12,12,12000
33028,F,56400,3500,1,0.5,12,12,10000
33029,F,48000,2000,1,0.5,12,12,10000
33030,F,72000,4000,1,1,12,12,12000
33031,F,57800,3000,1,0.5,12,12,12000
33032,F,54000,3000,1,0.5,12,12,12000
33033,F,66000,3500,1,1,12,12,12000
33034,F,60000,2500,1,1,12,12,12000
33035,F,59000,3000,1,0.5,12,12,12000
33036,F,53000,3500,1,0.5,12,12,12000
33037,F,48000,2500,1,1,12,12,12000
33038,F,57800,3000,1,0.5,12,12,12000
33039,F,84000,5000,1,1,12,12,15000
33040,F,60000,4000,1,1,12,12,12000
33041,M,60000,4500,1,1,12,12,7000
33042,F,72000,3500,1,1,12,12,15000
33043,F,72000,4000,1,1,12,12,15000
33044,F,84000,5000,1,1,12,12,12000
33045,F,60000,4000,1,1,12,12,5000
33046,F,72000,4000,1,1,12,12,12000
33047,F,60000,3500,1,1,12,12,15000
33048,F,60000,4500,1,1,12,12,8000
33049,F,72000,4000,1,1,12,12,12000
33050,F,72000,4000,1,1,12,12,12000
33051,F,72000,4000,1,1,12,12,12000
33052,F,48000,3000,1,1,12,12,8000
33053,F,66000,3500,1,1,12,12,8000
33054,F,36000,2000,1,1,12,12,8000
33055,F,36000,3000,1,1,12,12,8000
33056,F,36000,2500,1,1,12,12,8000
33057,F,84000,6000,1,1,12,12,7000
33058,F,108000,6000,1,1,12,12,10000
33059,F,108000,4000,1,1,12,12,12000
33060,F,51600,3800,1,0.5,12,12,8000
33061,F,108000,6000,1,1,12,12,12000
33062,F,59000,2000,1,1,12,12,15000
33063,F,58000,2000,1,1,12,12,15000
33064,F,108000,6000,1,1,12,12,12000
33065,F,59000,2500,1,1,12,12,15000
33066,F,48000,2500,1,0.5,12,12,15000
33067,F,57000,2000,1,1,12,12,15000
33068,F,60000,4000,1,1,12,12,12000
33069,F,114000,7000,1,1,12,12,7000
33070,F,60000,3000,1,1,12,12,12000
33071,F,48000,2200,1,0.5,12,12,10000
33072,F,48000,2200,1,0.5,12,12,10000
33073,F,48000,2000,1,0.5,12,12,10000
33074,F,114000,8000,1,1,12,12,10000
33075,F,48000,2000,1,0.5,12,12,10000
33076,F,48000,2000,1,0.5,12,12,10000
33077,F,108000,2000,1,1,12,12,12000
33078,F,120000,3000,1,1,12,12,10000
33079,F,110000,7000,1,1,12,12,6000
33080,F,110000,6000,1,1,12,12,10000
33081,F,48000,2200,1,0.5,12,12,10000
33082,F,102000,7000,1,1,12,12,8000
33083,F,48000,2500,1,0.5,12,12,10000
33084,F,108000,7000,1,1,12,12,12000
33085,F,90000,5000,1,1,12,12,8000
33086,F,78000,4000,1,1,12,12,8000
33087,F,84000,4500,1,1,12,12,8000
33088,F,114000,6000,1,1,12,12,12000
33089,F,48000,3000,1,1,12,12,8000
33090,F,110000,7000,1,1,12,12,12000
33091,F,48000,3000,1,1,12,12,8000
33092,F,48000,2200,1,0.5,12,12,10000
33093,F,48000,2200,1,0.5,12,12,10000
33094,F,48000,2500,1,0.5,12,12,10000
33095,F,48000,2200,1,0.5,12,12,10000
33096,F,48000,2200,1,0.5,12,12,10000
33097,F,48000,2000,1,0.5,12,12,10000
33098,F,48000,2000,1,0.5,12,12,10000
33099,F,48000,2000,1,0.5,12,12,10000
33100,F,48000,2200,1,0.5,12,12,10000
33101,F,48000,2000,1,0.5,12,12,10000
33102,F,48000,2200,1,0.5,12,12,10000
33103,F,48000,2000,1,0.5,12,12,10000
33104,F,48000,2000,1,0.5,12,12,10000
33105,F,48000,2000,1,0.5,12,12,10000
33106,F,48000,2000,1,0.5,12,12,10000
33107,F,48000,2000,1,0.5,12,12,10000
33108,F,48000,2000,1,0.5,12,12,10000
33109,F,48000,2000,1,0.5,12,12,10000
33110,F,48000,2000,1,0.5,12,12,10000
33111,F,48000,2000,1,0.5,12,12,10000
33112,F,48000,2000,1,0.5,12,12,10000
33113,F,48000,2000,1,0.5,12,12,10000
33114,F,48000,2000,1,0.5,12,12,10000
33115,F,48000,2000,1,0.5,12,12,10000
33116,F,30000,3000,1,1,6,6,540000
33117,F,58000,2500,1,0.5,12,12,12000
33118,F,56000,1500,1,0.5,12,12,12000
33119,F,56000,2000,1,0.5,12,12,12000
33120,F,56000,1500,1,0.5,12,12,12000
33121,F,56000,1500,1,0.5,12,12,12000
33122,F,54000,2000,1,0.5,12,12,12000
33123,F,56000,2000,1,0.5,12,12,12000
33124,F,57000,2000,1,0.5,12,12,12000
33125,F,57000,2000,1,0.5,12,12,12000
33126,F,54000,1500,1,0.5,12,12,12000
33127,F,56000,2000,1,0.5,12,12,12000
33128,F,55000,2000,1,0.5,12,12,12000
33129,F,55000,2000,1,0.5,12,12,12000
33130,F,56000,2000,1,0.5,12,12,12000
33131,F,57000,2000,1,0.5,12,12,12000
33132,F,72000,3000,1,1,12,12,8000
33133,F,56000,2000,1,0.5,12,12,12000
33134,F,84000,5000,1,1,12,12,8000
33135,F,48000,3000,1,1,12,12,8000
33136,F,84000,4000,1,1,12,12,10000
33137,F,55000,2000,1,0.5,12,12,12000
33138,F,108000,5000,1,1,12,12,10000
33139,F,72000,4000,1,1,12,12,8000
33140,F,72000,4000,1,1,12,12,8000
33141,F,72000,4000,1,1,12,12,8000
33142,F,60000,4000,1,1,12,12,8000
33143,F,72000,4000,1,1,12,12,8000
33144,F,108000,4000,1,1,12,12,15000
33145,F,84000,4000,1,1,12,12,15000
33146,F,60000,4000,1,1,12,12,15000
33147,F,116000,5000,1,1,12,12,15000
33148,F,57000,2000,1,0.5,12,12,12000
33149,F,57000,2000,1,0.5,12,12,12000
33150,F,57000,2000,1,0.5,12,12,12000
33151,F,53000,1000,1,1,12,12,8000
33152,F,48000,2500,1,0.5,12,12,10000
33153,F,48000,2500,1,0.5,12,12,10000
33154,F,36000,1500,1,1,12,12,8000
33155,F,48000,2000,1,0.5,12,12,10000
33156,F,48000,2500,1,0.5,12,12,10000
33157,F,48000,2500,1,0.5,12,12,10000
33158,F,48000,2000,1,0.5,12,12,10000
33159,F,48000,2500,1,0.5,12,12,10000
33160,F,48000,2500,1,0.5,12,12,10000
33161,F,48000,2200,1,0.5,12,12,10000
33162,F,48000,2200,1,0.5,12,12,10000
33163,F,54000,1500,1,1,12,12,8000
33164,F,48000,2000,1,0.5,12,12,10000
33165,F,48000,2000,1,0.5,12,12,10000
33166,F,48000,2200,1,0.5,12,12,10000
33167,F,48000,2200,1,0.5,12,12,10000
33168,F,48000,2500,1,0.5,12,12,10000
33169,F,48000,2200,1,0.5,12,12,10000
33170,F,48000,2500,1,0.5,12,12,10000
33171,F,52000,1500,1,1,12,12,8000
33172,F,48000,2200,1,0.5,12,12,10000
33173,F,48000,2200,1,0.5,12,12,10000
33174,F,48000,2500,1,0.5,12,12,10000
33175,F,48000,2000,1,0.5,12,12,10000
33176,F,36000,1500,1,1,12,12,8000
33177,F,48000,2500,1,0.5,12,12,10000
33178,F,48000,2000,1,0.5,12,12,10000
33179,F,48000,2000,1,0.5,12,12,10000
33180,F,48000,2500,1,0.5,12,12,10000
33181,F,48000,2500,1,0.5,12,12,10000
33182,F,52000,1500,1,1,12,12,8000
33183,F,48000,2500,1,0.5,12,12,10000
33184,F,48000,2000,1,0.5,12,12,10000
33185,F,54000,1500,1,0.5,12,12,8000
33186,F,48000,2000,1,0.5,12,12,10000
33187,F,48000,2000,1,0.5,12,12,10000
33188,F,48000,2500,1,0.5,12,12,10000
33189,F,53000,1500,1,1,12,12,8000
33190,F,48000,2500,1,0.5,12,12,10000
33191,F,48000,2500,1,0.5,12,12,10000
33192,F,48000,2000,1,0.5,12,12,10000
33193,F,52000,1500,1,1,12,12,8000
33194,F,48000,2500,1,0.5,12,12,10000
33195,F,55000,1500,1,1,12,12,8000
33196,F,48000,2500,1,0.5,12,12,10000
33197,F,55000,1500,1,1,12,12,8000
33198,F,53000,1500,1,1,12,12,8000
33199,F,54000,1500,1,1,12,12,8000
33200,F,36000,1500,1,1,12,12,8000
33201,F,52000,1500,1,1,12,12,8000
33202,F,54000,1500,1,1,12,12,8000
33203,F,52000,1500,1,1,12,12,8000
33204,F,53000,1500,1,1,12,12,8000
33205,F,50000,1000,1,1,12,12,8000
33206,F,52000,1500,1,1,12,12,8000
33207,F,48000,2200,1,0.5,12,12,10000
33208,F,48000,2000,1,0.5,12,12,10000
33209,F,51000,1500,1,1,12,12,8000
33210,F,48000,2500,1,0.5,12,12,10000
33211,F,48000,2500,1,0.5,12,12,10000
33212,F,48000,2500,1,0.5,12,12,10000
33213,F,56000,1500,1,1,12,12,8000
33214,F,55000,1500,1,1,12,12,8000
33215,F,48000,2000,1,0.5,12,12,10000
33216,F,54000,1500,1,1,12,12,8000
33217,F,48000,2000,1,0.5,12,12,10000
33218,F,52000,1500,1,1,12,12,8000
33219,F,48000,2000,1,0.5,12,12,10000
33220,F,48000,2000,1,0.5,12,12,10000
33221,F,48000,2000,1,0.5,12,12,10000
33222,F,48000,2000,1,0.5,12,12,10000
33223,F,48000,2200,1,0.5,12,12,10000
33224,F,48000,2000,1,0.5,12,12,10000
33225,F,48000,2000,1,0.5,12,12,10000
33226,F,48000,2000,1,0.5,12,12,10000
33227,F,48000,2500,1,0.5,12,12,10000
33228,F,48000,2400,1,0.5,12,12,10000
33229,F,48000,2400,1,0.5,12,12,10000
33230,F,56000,2000,1,1,12,12,8000
33231,F,48000,2400,1,0.5,12,12,10000
33232,F,48000,2200,1,0.5,12,12,10000
33233,F,48000,2000,1,0.5,12,12,10000
33234,F,48000,2500,1,0.5,12,12,10000
33235,F,48000,2500,1,0.5,12,12,10000
33236,F,48000,2400,1,0.5,12,12,10000
33237,F,48000,2400,1,0.5,12,12,10000
33238,F,48000,2500,1,0.5,12,12,10000
33239,F,48000,2500,1,0.5,12,12,10000
33240,F,48000,2500,1,0.5,12,12,10000
33241,F,48000,2100,1,0.5,12,12,10000
33242,F,52000,1500,1,0.5,12,12,8000
33243,F,53000,1500,1,1,12,12,8000
33244,F,55000,1500,1,1,12,12,8000
33245,F,52000,1500,1,1,12,12,8000
33246,F,53000,1500,1,1,12,12,8000
33247,F,54000,1500,1,1,12,12,8000
33248,F,30000,1000,1,1,12,12,8000
33249,F,54000,2000,1,1,12,12,8000
33250,F,53000,1000,1,1,12,12,8000
33251,F,52000,1000,1,1,12,12,8000
33252,F,53000,1500,1,1,12,12,8000
33253,F,54000,1500,1,1,12,12,8000
33254,F,54000,1500,1,1,12,12,8000
33255,F,50000,1000,1,1,12,12,8000
33256,F,52000,1500,1,1,12,12,8000
33257,F,54000,1500,1,1,12,12,8000
33258,F,55000,1500,1,1,12,12,8000
33259,F,54000,2000,1,1,12,12,8000
33260,F,55000,1500,1,1,12,12,8000
33261,F,52000,1500,1,1,12,12,8000
33262,F,54000,1500,1,1,12,12,8000
33263,F,56000,2000,1,1,12,12,8000
33264,F,52000,1500,1,1,12,12,8000
33265,M,40000,3500,0,1,12,12,30000
33266,F,72000,6000,1,1,12,12,10000
33267,F,60000,3000,1,1,12,12,10000
33268,F,60000,4000,1,1,12,12,10000
33269,F,48000,3000,1,1,12,12,10000
33270,F,60000,5000,1,1,12,12,10000
33271,F,60000,5000,1,1,12,12,10000
33272,F,60000,4000,1,1,12,12,10000
33273,F,48000,4000,1,1,12,12,10000
33274,F,60000,5000,1,1,12,12,10000
33275,F,48000,4000,1,1,12,12,10000
33276,M,360000,5000,0,1,12,12,40000
33277,F,60000,5000,1,1,12,12,10000
33278,F,48000,4000,1,1,12,12,10000
33279,F,60000,5000,1,1,12,12,10000
33280,F,48000,4000,1,1,12,12,10000
33281,F,60000,5000,1,1,12,12,10000
33282,F,96000,4000,1,1,12,12,10000
33283,F,48000,4000,1,1,12,12,10000
33284,F,60000,4000,1,1,12,12,10000
33285,F,48000,4000,1,1,12,12,10000
33286,M,1.00E+05,4000,1,0.5,12,12,30000
33287,M,1.00E+05,4000,1,0.5,12,12,50000
33288,F,48000,4000,1,1,12,12,10000
33289,F,60000,4500,1,1,12,12,10000
33290,F,48000,4000,1,1,12,12,10000
33291,F,48000,4000,1,1,12,12,10000
33292,F,48000,4000,1,1,12,12,10000
33293,F,60000,4000,1,1,12,12,10000
33294,F,48000,4000,1,1,12,12,10000
33295,F,48000,4000,1,1,12,12,10000
33296,F,48000,4000,1,1,12,12,10000
33297,F,60000,4000,1,1,12,12,10000
33298,F,48000,4000,1,1,12,12,10000
33299,F,60000,4000,1,1,12,12,10000
33300,F,48000,4000,1,1,12,12,10000
33301,F,48000,4000,1,1,12,12,10000
33302,F,48000,4000,1,1,12,12,10000
33303,F,60000,4000,1,1,12,12,10000
33304,F,60000,5000,1,1,12,12,10000
33305,F,48000,4000,1,1,12,12,10000
33306,F,60000,4500,1,1,12,12,10000
33307,M,36000,3000,1,1,12,12,10000
33308,M,36000,4000,1,1,12,12,10000
33309,M,48000,4000,1,1,12,12,10000
33310,M,36000,3000,1,1,12,12,10000
33311,M,36000,3000,1,1,12,12,10000
33312,M,48000,4000,1,1,12,12,10000
33313,M,36000,3000,1,1,12,12,10000
33314,M,36000,3000,1,1,12,12,10000
33315,M,36000,3000,1,1,12,12,10000
33316,M,36000,3000,1,1,12,12,10000
33317,M,36000,3000,1,1,12,12,10000
33318,F,72000,4000,1,1,12,12,12000
33319,F,72000,4500,1,1,12,12,12000
33320,F,56000,2000,1,1,12,12,8000
33321,F,66000,4000,1,1,12,12,12000
33322,F,66000,4500,1,1,12,12,12000
33323,F,60000,3500,1,1,12,12,12000
33324,F,72000,4500,1,1,12,12,12000
33325,F,72000,4500,1,1,12,12,12000
33326,F,66000,4500,1,1,12,12,12000
33327,F,72000,4500,1,1,12,12,12000
33328,M,120000,4000,1,1,12,12,40000
33329,F,72000,4800,1,1,12,12,12000
33330,F,66000,4000,1,1,12,12,12000
33331,M,36000,3000,1,1,12,12,10000
33332,M,36000,3000,1,1,12,12,10000
33333,F,78000,4500,1,1,12,12,12000
33334,M,36000,3000,1,1,12,12,10000
33335,F,72000,5000,0,1,12,12,12000
33336,F,72000,4000,1,1,12,12,12000
33337,F,72000,5000,1,1,12,12,12000
33338,F,72000,4500,1,1,12,12,12000
33339,F,60000,4000,1,1,12,12,12000
33340,F,72000,4000,1,1,12,12,12000
33341,F,66000,4000,1,1,12,12,12000
33342,F,65000,3500,1,1,12,12,12000
33343,F,54000,3500,1,1,12,12,12000
33344,F,66000,4500,1,1,12,12,12000
33345,F,72000,4500,1,1,12,12,12000
33346,M,48000,4000,1,1,12,12,10000
33347,M,36000,3000,1,1,12,12,10000
33348,M,48000,4000,1,1,12,12,10000
33349,F,78000,4500,1,1,12,12,12000
33350,F,60000,3500,1,1,12,12,12000
33351,F,60000,4000,1,1,12,12,12000
33352,F,66000,4000,1,1,12,12,12000
33353,M,48000,4000,1,1,12,12,10000
33354,F,62000,3000,1,1,12,12,12000
33355,F,60000,4000,1,1,12,12,12000
33356,M,36000,3000,1,1,12,12,10000
33357,F,54000,3500,1,1,12,12,12000
33358,M,36000,3000,1,1,12,12,10000
33359,F,60000,4500,1,1,12,12,12000
33360,F,66000,2500,1,1,12,12,10000
33361,F,62000,4500,1,1,12,12,12000
33362,F,54000,4000,1,1,12,12,8000
33363,F,72000,4500,1,1,12,12,8000
33364,F,70000,4000,1,1,12,12,10000
33365,F,60000,4000,1,1,12,12,8000
33366,F,48000,3000,1,1,12,12,8000
33367,F,60000,4000,1,1,12,12,8000
33368,F,54000,4000,1,1,12,12,8000
33369,F,60000,4000,1,1,12,12,8000
33370,F,72000,4000,1,1,12,12,12000
33371,F,70000,4000,1,1,12,12,10000
33372,F,72000,4000,1,1,12,12,12000
33373,F,84000,2000,1,1,12,12,12000
33374,F,60000,4000,1,1,12,12,8000
33375,F,64000,4000,1,1,12,12,8000
33376,F,72000,4000,1,1,12,12,10000
33377,F,58000,3000,1,1,12,12,8000
33378,F,48000,3000,1,1,12,12,10000
33379,F,48000,3000,1,1,12,12,10000
33380,F,60000,4000,0,1,12,12,8000
33381,F,60000,4500,0,1,12,12,8000
33382,F,60000,4500,1,1,12,12,8000
33383,F,60000,4000,1,1,12,12,8000
33384,M,48000,3000,1,1,12,12,10000
33385,M,60000,3000,1,1,12,12,10000
33386,M,48000,3000,1,1,12,12,10000
33387,M,48000,4000,1,1,12,12,10000
33388,M,48000,4000,1,1,12,12,10000
33389,F,48000,3500,1,1,12,12,8000
33390,M,60000,5000,1,1,12,12,10000
33391,M,60000,5000,1,1,12,12,10000
33392,F,54000,3000,1,1,12,12,8000
33393,F,54000,4000,1,1,12,12,8000
33394,M,72000,5000,1,1,12,12,10000
33395,F,48000,3000,1,1,12,12,8000
33396,M,60000,5000,1,1,12,12,10000
33397,F,48000,3500,1,1,12,12,8000
33398,M,60000,5000,1,1,12,12,10000
33399,M,48000,4000,1,1,12,12,10000
33400,F,48000,3000,1,1,12,12,10000
33401,F,54000,4000,1,1,12,12,8000
33402,F,54000,3500,1,1,12,12,8000
33403,F,48000,3600,1,1,12,12,8000
33404,F,54000,4000,1,1,12,12,8000
33405,F,66000,4000,1,1,12,12,8000
33406,F,54000,3500,1,1,12,12,8000
33407,F,66000,4000,1,1,12,12,8000
33408,F,54000,4000,1,1,12,12,8000
33409,F,60000,4000,1,1,12,12,8000
33410,F,48000,3000,1,1,12,12,8000
33411,F,60000,4000,1,1,12,12,10000
33412,F,84000,2000,1,1,12,12,10000
33413,F,84000,3000,1,1,12,12,10000
33414,F,54000,3000,1,1,12,12,8000
33415,F,60000,4000,1,1,12,12,8000
33416,F,48000,3000,1,1,12,12,8000
33417,F,48000,4000,1,1,12,12,8000
33418,F,60000,4000,1,1,12,12,8000
33419,F,60000,4000,1,1,12,12,8000
33420,F,36000,2500,1,1,12,12,8000
33421,F,48000,3000,1,1,12,12,8000
33422,F,60000,4000,1,1,12,12,8000
33423,F,48000,2000,1,1,12,12,10000
33424,F,55000,4000,1,1,12,12,8000
33425,F,60000,4500,1,1,12,12,8000
33426,F,48000,3000,1,1,12,12,8000
33427,F,36000,2500,1,1,12,12,8000
33428,F,72000,4000,1,1,12,12,12000
33429,F,90000,4500,1,1,12,12,15000
33430,F,72000,3000,1,1,12,12,12000
33431,F,60000,3000,1,1,12,12,15000
33432,F,60000,3000,1,1,12,12,12000
33433,F,84000,4000,1,1,12,12,15000
33434,F,72000,4000,1,1,12,12,12000
33435,F,90000,4000,1,1,12,12,15000
33436,F,60000,3000,1,1,12,12,12000
33437,F,68000,4000,1,1,12,12,12000
33438,F,72000,4000,1,1,12,12,8000
33439,F,54000,4000,1,1,12,12,8000
33440,F,48000,3000,1,1,12,12,8000
33441,F,60000,4500,1,1,12,12,8000
33442,F,54000,4000,1,1,12,12,8000
33443,F,54000,4000,1,1,12,12,8000
33444,F,53000,1500,1,1,12,12,8000
33445,F,96000,4000,1,1,12,12,12000
33446,F,54000,1500,1,1,12,12,8000
33447,F,56000,2000,1,1,12,12,8000
33448,F,55000,1500,1,1,12,12,8000
33449,F,52000,1500,1,1,12,12,8000
33450,F,52000,1500,1,1,12,12,8000
33451,F,54000,1500,1,1,12,12,8000
33452,F,54000,1500,1,1,12,12,8000
33453,F,52000,1500,1,1,12,12,8000
33454,F,90000,4000,1,1,12,12,12000
33455,F,51000,1500,1,1,12,12,8000
33456,F,52000,1500,1,1,12,12,8000
33457,F,72000,2000,1,1,12,12,8000
33458,F,72000,2500,1,1,12,12,8000
33459,F,55000,1500,1,1,12,12,8000
33460,F,66000,4000,1,1,12,12,12000
33461,F,90000,4000,1,1,12,12,12000
33462,F,52000,1500,1,1,12,12,8000
33463,F,60000,3000,1,1,12,12,12000
33464,F,53000,1500,1,1,12,12,8000
33465,F,50000,1000,1,1,12,12,8000
33466,F,1.00E+06,4000,1,1,12,12,12000
33467,F,52000,1500,1,1,12,12,8000
33468,F,52000,1500,1,1,12,12,8000
33469,F,72000,4000,1,1,12,12,12000
33470,F,54000,1500,1,1,12,12,8000
33471,F,84000,2000,1,1,12,12,12000
33472,F,54000,3500,1,1,12,12,12000
33473,F,48000,3500,1,1,12,12,8000
33474,F,78000,4000,1,1,12,12,12000
33475,F,54000,3000,1,1,12,12,12000
33476,F,54000,4000,1,1,12,12,8000
33477,F,54000,3500,1,1,12,12,8000
33478,F,54000,4000,0,1,12,12,8000
33479,F,60000,4000,1,1,12,12,8000
33480,F,60000,4000,1,1,12,12,8000
33481,F,54000,4000,1,1,12,12,8000
33482,F,53000,1500,1,0.5,12,12,8000
33483,F,54000,4000,1,1,12,12,8000
33484,F,60000,4500,1,0.5,12,12,8000
33485,F,48000,3500,1,1,12,12,8000
33486,F,54000,1500,1,1,12,12,8000
